County_Name,State,State_Index,NUM_POP_2014,PER_POP_Change,PER_Female,PER_White_Only,PER_Black,PER_Native_American,PER_Asian,PER_Pacific_Islander,Per_Multiracial,PER_Hispanic,PER_Color,PER_Same_Residence,PER_Foreign_Born,PER_DIFF_Age_Groups,PER_Veterans,PER_EDU_High_School,PER_EDU_College,NUM_Mean_Work_Travel_Time,PER_Homeownership,PER_Apartments,NUM_House_Value,NUM_Person_In_Households,NUM_INC_Per_Capita,NUM_INC_Median_Household,PER_Below_Poverty,PER_Not_Farm_Employment_Change,NUM_Firms_Per_Capita,PER_Firms_Color,PER_Firms_Women,PER_Merchant_Sales_Per_Capita,PER_Retail_Sales_Per_Capita,PER_Food_Sales_Per_Capita,NUM_Sales_Per_Capita,NUM_Building_Permits,NUM_Land_Area,NUM_Pop_Per_Area,PER_Voters,PER_Vote_Diff,Win_Strength,Party_Winner
Calhoun County,IL,39,4956,-2.6,49.9,97.7,0.3,0.2,0.3,0.0,0.4,1.1,2.3000000000000003,90.9,1.6,-2.400000000000002,8.958837772397095,89.0,14.4,39.6,81.5,5.7,112300,2.41,26924,50436,11.9,-1.1,0.0,0.0,0.0,0.0,4.501008878127522,1.0847457627118644,5.5857546408393866,12,253.83,20.0,51.57384987893463,-38.341158059499996,-1,-1
Carroll County,IL,39,14715,-4.4,50.0,93.6,1.1,0.4,0.6,0.0,1.3,3.4,6.800000000000001,89.0,4.9,-4.5,9.480122324159021,88.9,15.1,23.8,76.5,11.3,100100,2.24,27118,47985,13.7,-5.6,0.11342167855929323,0.0,0.0,20.5098878695209,6.029018008834522,0.8805300713557594,27.41943594971118,17,444.81,34.6,49.976214746856954,-27.073701387,-1,-1
Cass County,IL,39,13156,-3.5,49.3,76.5,3.8,0.8,0.6,0.1,1.2,18.9,25.4,87.1,16.9,8.100000000000001,7.464274855579204,86.0,13.0,22.2,72.2,8.5,76100,2.59,22257,45734,14.8,1.4,0.08862876254180602,0.0,0.0,25.180297962906657,8.771739130434783,0.6172848890240195,34.56932198236546,8,375.82,36.3,38.41593189419276,-31.638306292000003,-1,-1
Champaign County,IL,39,207133,3.0,50.1,69.1,12.8,0.3,10.2,0.1,2.7,5.7,31.8,72.9,15.9,8.1,5.157072991749263,93.6,42.4,17.6,54.9,35.6,149500,2.35,25713,45808,22.3,-0.9,0.06529621064726529,10.700000000000001,28.3,12.436362144129617,11.331168862518286,1.808012243341235,25.57554324998914,1458,996.27,201.8,43.062187097179105,18.452621193700008,0,1
Christian County,IL,39,33892,-2.6,49.1,95.1,1.6,0.2,0.7,0.0,1.0,1.6,5.1,89.3,2.1,2.599999999999998,9.232267201699516,88.2,13.5,24.6,74.7,10.6,82400,2.32,23915,45145,14.9,-0.8,0.08701168417325622,0.0,30.7,0.0,10.91549628230851,0.8643632715685118,11.77985955387702,29,709.38,49.1,45.17290215980172,-42.71717831480001,-1,-1
Clark County,IL,39,16180,-0.9,50.8,96.8,0.5,0.2,0.3,0.0,0.8,1.4,3.2,88.6,2.0,4.100000000000001,9.017305315203956,89.5,17.6,21.8,75.6,7.6,87800,2.44,24296,47405,12.3,-5.5,0.08974042027194067,0.0,21.4,10.881891223733003,6.774907292954264,1.0528430160692213,18.70964153275649,7,501.42,32.6,48.325092707045734,-47.9217291213,-1,-1
Clay County,IL,39,13520,-2.1,50.7,96.3,0.5,0.2,0.7,0.0,0.9,1.5,3.8,92.6,1.7,4.099999999999998,7.795857988165681,87.7,14.0,19.6,79.6,7.3,75300,2.45,22279,40640,15.6,1.3,0.05414201183431953,0.0,41.8,12.485355029585799,8.489275147928995,0.0,20.974630177514793,4,468.32,29.5,46.43491124260355,-63.6349155782,-2,-1
Clinton County,IL,39,37857,0.3,48.2,91.6,3.7,0.4,0.5,0.1,1.1,3.1,8.9,89.3,3.6,5.5,9.398526032173706,88.7,20.3,25.3,82.4,7.4,127300,2.55,27802,61720,8.9,-1.9,0.07597009800036982,0.0,0.0,7.44781678421428,10.122487254668885,0.8564334205034736,18.42673745938664,85,474.09,79.7,45.61375703304541,-48.96340050960001,-1,-1
Coles County,IL,39,53320,-1.0,51.7,91.1,4.1,0.3,1.0,0.0,1.6,2.3,9.3,75.8,4.1,3.0,7.098649662415604,90.0,24.2,17.0,62.0,24.9,90200,2.33,21970,37040,22.0,-0.7,0.07261815453863465,2.6,25.6,7.180888972243061,11.910502625656415,1.4179107276819205,20.509302325581395,16,508.29,106.0,40.47261815453864,-26.413345690500012,-1,-1
Cook County,IL,39,5246456,1.0,51.5,43.0,24.4,0.8,7.2,0.1,1.8,25.0,59.3,86.5,34.5,9.700000000000001,4.076180187158722,84.5,34.7,31.7,58.3,53.8,231200,2.65,30183,54548,16.9,2.3,0.09738593061678207,31.2,32.3,16.00405321230179,11.547901478636245,2.4958509134547207,30.047805604392757,7753,945.33,5495.1,39.17339628884718,52.956454677400004,2,1
Crawford County,IL,39,19393,-2.1,48.4,91.3,4.9,0.4,0.6,0.0,1.0,2.2,9.100000000000001,87.0,3.0,1.5,9.307482081163306,89.2,17.1,18.0,79.9,7.0,76600,2.41,25214,46216,14.4,-0.9,0.08234930129428145,0.0,26.4,4.6865363791058625,8.466250709018718,0.7871912545763935,13.939978342700975,5,443.63,44.7,43.86634352601454,-49.100740566599995,-1,-1
Cumberland County,IL,39,10833,-1.9,49.9,96.7,0.5,0.1,0.7,0.0,1.1,1.0,3.4,88.7,1.6,5.199999999999999,9.064894304440136,88.8,13.8,23.6,80.8,5.0,83800,2.59,22952,43958,13.9,-5.2,0.057786393427490076,0.0,0.0,0.0,2.1117880550170773,0.28597803009323364,2.397766085110311,0,346.02,31.9,50.89079663989661,-57.536731362299996,-2,-1
DeKalb County,IL,39,105462,0.3,50.5,77.6,7.6,0.4,2.8,0.1,1.8,10.9,23.6,78.3,11.8,10.6,5.392463636191235,91.1,29.8,26.1,60.2,29.8,173000,2.59,23696,53375,19.0,-0.2,0.07410252033907948,6.4,31.3,2.3675352259581652,10.337097722402381,1.2153666723559198,13.919999620716467,45,631.31,166.6,40.39843735184237,3.044243633299998,0,1
De Witt County,IL,39,16284,-1.7,50.1,95.1,0.8,0.2,0.5,0.0,1.2,2.3,5.0,88.1,2.0,3.5,8.431589290100712,92.6,16.8,21.8,77.0,11.1,107100,2.38,26704,51051,14.0,-3.3,0.07154261852124785,0.0,0.0,15.282301645787276,11.557295504789979,0.8550110537951363,27.69460820437239,25,397.51,41.7,45.86710881847212,-42.3751506226,-1,-1
Douglas County,IL,39,19889,-0.5,50.4,90.4,0.6,0.3,0.7,0.0,1.1,7.3,10.0,89.3,19.0,9.2,7.0541505354718685,83.8,16.2,20.8,78.3,10.9,99300,2.62,23732,52741,10.3,5.8,0.09407210015586505,0.0,0.0,14.586806777615768,10.982854844386344,1.231333903162552,26.800995525164662,25,416.67,48.0,40.670722509930116,-46.346890839400004,-1,-1
DuPage County,IL,39,932708,1.7,51.0,68.1,5.2,0.4,11.4,0.1,1.8,14.1,33.0,88.2,26.3,9.899999999999999,4.529391835386852,92.1,46.3,28.9,74.4,27.7,286500,2.71,38570,78487,6.9,1.5,0.10887223010845838,14.7,26.1,53.15162516028596,19.34516590401283,2.3868209557546414,74.88361202005343,1341,327.5,2799.8,44.27205513408269,14.080871045699993,0,1
Edgar County,IL,39,17841,-4.0,51.5,97.3,0.5,0.2,0.2,0.0,0.8,1.0,2.7,85.5,1.8,0.7000000000000028,9.192309848102685,86.0,18.2,23.3,73.4,9.5,72900,2.28,23368,42133,18.4,5.3,0.07011938792668572,0.0,0.0,7.104254245838238,11.045064738523624,0.6746258617790483,18.82394484614091,45,623.37,29.8,43.624236309623896,-49.54387768209999,-1,-1
Edwards County,IL,39,6617,-1.5,51.1,96.9,0.6,0.2,0.4,0.0,1.0,1.2,3.4000000000000004,91.3,1.4,3.8000000000000007,8.402599365271271,86.8,10.5,22.5,79.9,5.0,65800,2.43,20898,39075,11.4,-5.6,0.0755629439322956,0.0,22.2,22.22517757291824,6.14220946048058,0.38355750340033246,28.750944536799153,0,222.42,30.2,50.05289406075261,-70.8031400966,-2,-1
Effingham County,IL,39,34320,0.2,50.2,96.4,0.5,0.2,0.5,0.0,0.8,1.9,3.9,90.0,2.2,6.899999999999999,7.590326340326341,90.9,20.0,17.8,78.3,12.5,115200,2.5,27051,52108,9.1,21.8,0.09970862470862471,0.0,0.0,0.0,24.995541958041958,2.4822843822843823,27.47782634032634,25,478.78,71.5,50.780885780885775,-60.48886848749999,-2,-1
Fayette County,IL,39,21870,-1.2,46.9,92.2,4.7,0.2,0.4,0.0,1.1,1.7,8.1,88.1,2.7,4.599999999999998,7.828074988568816,84.2,13.1,22.7,80.5,7.5,82900,2.57,21523,44722,17.0,-0.9,0.10032007315957933,0.0,0.0,14.75166895290352,10.39387288523091,0.8361225422953819,25.981664380429812,4,716.48,30.9,43.50708733424783,-58.3184445612,-2,-1
Ford County,IL,39,13688,-2.8,50.5,94.6,1.0,0.3,0.4,0.0,1.0,2.9,5.6,89.0,2.3,3.0,8.503798947983634,88.6,16.3,21.8,76.6,9.9,89600,2.4,25448,48866,10.5,-1.0,0.10958503798947984,0.0,31.2,23.6052016364699,8.204412624196376,0.8350379894798363,32.644652250146116,11,485.62,29.0,45.945353594389246,-48.719987279399994,-1,-1
Franklin County,IL,39,39411,-1.4,50.9,96.1,0.5,0.4,0.4,0.0,1.2,1.6,4.1,87.4,2.2,2.6000000000000014,9.576006698637435,87.1,13.1,24.0,75.6,9.2,64300,2.42,20394,36273,19.1,-5.4,0.08030752835502779,0.0,21.4,1.8453223719266194,9.190149958133516,0.8669914490878181,11.902463779147954,7,408.89,96.8,47.02494227499937,-45.270598392100005,-1,-1
Fulton County,IL,39,36007,-2.9,47.8,92.2,3.9,0.6,0.4,0.0,0.9,2.7,8.5,87.6,3.2,1.3000000000000007,8.87327464104202,86.4,14.5,27.0,75.5,10.9,80600,2.37,22318,45130,13.3,-8.3,0.07054183908684422,0.0,28.8,0.0,8.022273446829782,0.816480128863832,8.838753575693616,44,865.6,42.8,43.349904185297305,-15.145108591200001,0,-1
Gallatin County,IL,39,5291,-5.3,51.5,95.4,0.8,0.3,0.1,0.0,1.5,1.9,4.6,89.4,0.4,-2.900000000000002,8.637308637308637,81.3,12.0,24.5,78.3,5.7,61100,2.32,23862,40330,17.2,6.4,0.10357210357210357,0.0,0.0,4.38045738045738,4.135702135702136,0.0,8.516159516159517,0,323.07,17.3,50.859950859950864,-47.788926049800004,-1,-1
Greene County,IL,39,13434,-3.3,49.7,96.9,1.1,0.2,0.1,0.0,0.7,1.0,3.1,88.5,1.8,3.6999999999999993,8.083966056275123,88.6,12.9,28.9,75.8,7.1,75200,2.33,22307,43502,13.2,-5.3,0.080393032603841,0.0,0.0,11.262542801846061,7.137412535358047,0.0,18.39995533720411,27,543.02,25.6,41.253535804674705,-52.995308552800005,-2,-1
Grundy County,IL,39,50425,0.7,50.1,87.4,1.5,0.4,0.8,0.0,1.2,9.3,13.200000000000001,90.2,7.4,12.999999999999998,6.8854734754586016,91.7,20.2,29.0,76.2,13.8,182200,2.75,28725,64541,9.0,-2.1,0.0728408527516113,3.7,33.3,8.695091720376798,10.36426375805652,1.1166881507188895,20.176043629152208,194,418.04,119.8,45.39613287059991,-23.572583111299995,0,-1
Hamilton County,IL,39,8296,-1.9,51.0,96.6,0.6,0.3,0.2,0.0,0.9,1.6,3.6,90.3,3.8,2.1000000000000014,8.59450337512054,83.8,15.7,26.5,76.7,5.7,72800,2.36,21960,38417,17.1,1.6,0.12210703953712633,0.0,0.0,0.0,5.05327868852459,0.3325699132111861,5.385848601735776,0,434.67,19.5,49.939729990356795,-58.049722423400006,-2,-1
Hancock County,IL,39,18564,-2.8,50.6,96.7,0.4,0.3,0.3,0.1,0.9,1.5,3.5,89.8,2.2,-2.5,9.42684766214178,90.6,18.4,23.2,78.3,9.6,81600,2.3,23714,43925,13.6,-1.5,0.11446886446886446,0.0,30.1,10.802574876104288,5.736533074768369,0.5885585003232062,17.127666451195864,5,793.73,24.1,42.11376858435682,-50.7674597083,-2,-1
Hardin County,IL,39,4129,-4.4,49.4,95.2,0.7,0.7,0.7,0.1,1.0,1.6,4.8,90.9,1.1,-3.3000000000000007,9.227415839186243,83.2,12.2,20.9,79.5,6.5,72600,2.33,22366,37071,23.6,-2.0,0.10801646887866312,0.0,0.0,0.0,3.4785662387987406,0.24606442237829984,3.7246306611770406,0,177.53,24.3,51.65899733591669,-57.712142522300006,-2,-1
Henderson County,IL,39,6916,-5.6,51.0,96.5,0.4,0.3,0.3,0.1,1.1,1.5,3.7,86.3,2.4,-5.300000000000001,12.015615962984384,88.4,15.7,23.3,79.6,3.2,83700,2.22,25902,49389,11.3,4.3,0.08733371891266628,0.0,0.0,0.0,3.7803643724696356,0.2767495662232504,4.057113938692886,6,378.87,19.3,50.3181029496819,-28.793103448300005,-1,-1
Henry County,IL,39,49635,-1.7,50.2,91.0,1.9,0.3,0.5,0.0,1.4,5.4,9.5,90.2,4.4,4.100000000000001,8.739800543970988,89.7,19.8,22.8,78.1,10.1,109800,2.43,27117,52940,10.5,-1.4,0.06521607736476277,0.0,0.0,0.0,9.621799133675834,0.8463584164400121,10.468157550115846,43,822.99,61.3,48.820388838521204,-21.1579729284,0,-1
Iroquois County,IL,39,28879,-2.8,51.1,90.6,1.1,0.3,0.6,0.0,1.3,6.5,9.8,89.7,6.3,1.8000000000000007,8.258596211780187,88.3,14.6,24.4,75.3,10.8,96500,2.42,25098,47079,13.7,-3.5,0.09425534125142837,0.0,23.7,21.291872987291804,9.191592506665744,0.7192077287994737,31.20267322275702,28,1117.32,26.6,44.74877938986807,-55.96223787040001,-2,-1
Jackson County,IL,39,59677,-0.9,49.8,74.5,14.9,0.5,3.9,0.1,2.9,4.2,26.5,76.1,8.7,5.0,7.287564723427786,89.7,35.1,18.5,53.4,32.6,100600,2.33,20527,33479,30.4,2.8,0.07052968480319051,4.1,28.3,0.0,11.46319352514369,1.8150208623087623,13.278214387452453,130,584.08,103.1,41.06942373108568,2.9784976948000086,0,1
Jasper County,IL,39,9623,-0.8,50.0,97.1,0.3,0.2,0.3,0.0,0.8,1.4,3.0,87.7,1.5,4.699999999999999,7.617167203574769,91.5,16.2,24.4,84.0,4.8,88100,2.46,24174,52233,6.6,-3.6,0.11711524472617686,0.0,19.9,26.726696456406525,8.587966330666113,0.3373168450587135,35.65197963213135,0,494.51,19.6,53.03959264262704,-59.737460815,-2,-1
Jefferson County,IL,39,38534,-0.7,48.6,86.1,8.9,0.3,1.1,0.0,1.7,2.3,14.3,83.9,3.2,4.199999999999999,8.841542533866196,86.8,15.9,19.6,72.7,12.6,86300,2.4,22620,42981,16.5,3.6,0.07385685368765246,3.0,18.6,0.0,14.730627497794156,1.7590439611771422,16.489671458971298,7,571.17,68.0,43.64457362329372,-43.245332382,-1,-1
Jersey County,IL,39,22571,-1.8,51.3,96.3,0.7,0.3,0.5,0.0,1.2,1.3,4.0,88.0,1.6,4.0,10.792609986265562,88.3,16.2,29.0,79.9,8.5,117900,2.5,25467,53954,7.6,-2.4,0.10092596694873954,0.0,30.6,0.0,11.090602986132648,1.181516104736166,12.272119090868815,25,369.27,62.2,48.33193035310797,-46.4203868366,-1,-1
Jo Daviess County,IL,39,22254,-1.9,49.8,94.8,0.6,0.2,0.5,0.0,0.9,3.1,5.300000000000001,90.2,4.2,-5.300000000000001,10.20490698301429,91.9,23.7,21.5,78.3,9.0,138000,2.33,29675,50817,9.5,-4.5,0.11930439471555675,0.0,23.0,5.416149905634942,13.96310775590905,3.6519726790689315,23.031230340612925,28,601.09,37.7,50.22467870944549,-14.860875011200003,0,-1
Johnson County,IL,39,12601,0.2,44.3,87.2,8.5,0.3,0.3,0.0,1.0,3.3,13.400000000000002,86.5,2.5,-0.8000000000000007,10.729307197841441,83.4,15.1,26.3,81.3,6.9,89800,2.45,18763,40760,14.1,-7.8,0.05658281088802476,0.0,37.7,1.3274343306086818,5.201412586302674,0.5401158638203317,7.068962780731688,0,343.92,36.6,47.750178557257364,-58.31809872030001,-2,-1
Kane County,IL,39,527306,2.3,50.2,58.1,6.1,1.0,4.0,0.1,1.8,31.3,44.3,87.8,31.4,15.400000000000002,4.676601442046933,82.8,31.7,29.3,75.4,20.1,223100,3.01,30082,69530,11.1,0.9,0.07317572718687063,16.799999999999997,29.9,18.185973609251555,10.787411863320349,1.2912578275232978,30.2646433000952,1283,520.06,990.8,36.69596022044126,8.941602067199995,0,1
Kankakee County,IL,39,111375,-1.8,50.9,72.3,15.5,0.4,1.1,0.0,1.8,9.9,28.700000000000003,87.5,8.3,9.200000000000001,7.545679012345679,86.4,17.1,23.4,68.9,18.4,145900,2.62,23779,50102,16.4,0.8,0.07541189674523008,0.0,28.1,0.0,11.299744107744107,0.0,11.299744107744107,127,676.56,167.7,41.80112233445567,-13.259300627200005,0,-1
Kendall County,IL,39,121350,5.8,50.6,71.9,6.7,0.5,3.3,0.0,1.9,16.9,29.299999999999997,88.9,17.3,20.8,4.7968685620107125,92.5,34.2,33.3,83.6,9.0,210800,3.05,31276,81765,4.8,0.0,0.0684878450762258,12.4,32.8,10.710795220436752,8.76819942315616,0.8232880098887515,20.302282653481665,283,320.34,358.2,41.87474248042851,-1.4956213716000033,0,-1
Knox County,IL,39,52069,-1.6,49.7,83.7,8.0,0.4,0.9,0.0,2.4,5.6,17.3,88.4,4.9,0.3999999999999986,9.135954214599858,85.9,17.0,19.2,68.4,17.5,81100,2.25,22093,40667,16.7,-0.5,0.064011215886612,0.0,32.0,0.0,13.08592444640765,1.312201117747604,14.398125564155256,27,716.4,73.9,42.18248862086846,-3.2735385175999996,0,-1
Lake County,IL,39,705186,0.3,50.1,63.3,7.5,0.9,7.2,0.1,2.0,21.0,38.7,87.4,27.8,13.2,5.003786235120947,88.9,41.9,29.7,75.9,19.3,254800,2.84,38018,77469,9.0,2.0,0.09702121142507084,15.3,28.6,36.945244233436284,28.83813773954673,1.842486946706259,67.62586891968927,1341,443.67,1585.6,41.630718704001495,20.2940314878,0,1
LaSalle County,IL,39,111241,-2.4,49.8,86.9,2.3,0.3,0.9,0.0,1.2,8.9,13.6,88.6,6.4,4.5,8.194820255121762,88.4,15.9,22.9,75.8,13.5,125200,2.5,25709,52640,12.2,-5.1,0.07597918033818467,3.3,27.1,10.860923580334589,15.6410496130024,1.425742307242833,27.927715500579822,147,1135.12,100.4,43.55138842692892,-14.432266187799996,0,-1
Lawrence County,IL,39,16519,-2.3,44.0,85.0,10.1,0.3,0.4,0.0,1.0,3.7,15.5,80.9,7.8,1.8000000000000007,7.500454022640596,76.1,8.4,19.1,78.1,8.2,65900,2.26,14147,40145,13.3,4.5,0.07518614928264422,0.0,0.0,5.008354016586961,4.946728010170107,0.0,9.955082026757067,42,372.18,45.2,36.55790302076397,-53.4691174035,-2,-1
Lee County,IL,39,34735,-3.6,47.2,87.0,5.3,0.3,0.9,0.0,1.3,5.8,13.6,87.4,5.1,2.8000000000000007,8.34892759464517,86.4,16.0,22.2,73.9,15.9,112100,2.45,25409,50060,10.7,-0.5,0.07047646466100475,0.0,26.3,0.0,10.550395854325608,1.0063912480207284,11.556787102346336,21,724.9,49.7,43.803080466388366,-20.361485376199994,0,-1
Livingston County,IL,39,37903,-2.7,49.6,88.2,5.5,0.3,0.7,0.0,1.3,4.5,12.3,86.4,3.8,4.600000000000001,7.426852755718545,86.1,14.5,21.5,73.9,14.1,110200,2.37,24952,54614,10.3,-1.2,0.06730337967970873,2.5,26.8,0.0,10.459594227369864,1.0100255916418226,11.469619819011688,22,1044.29,37.3,39.827981953935044,-41.0174880763,-1,-1
Logan County,IL,39,29746,-1.8,49.4,86.6,8.1,0.3,0.8,0.0,1.4,3.4,14.000000000000002,77.6,4.7,1.8999999999999986,7.651448934310496,85.8,16.2,20.9,69.0,16.3,97200,2.13,21445,47133,13.8,-1.0,0.06128555099845357,0.0,23.8,0.0,9.260303906407584,1.0209439924695758,10.28124789887716,13,618.06,49.0,40.77859207960734,-40.11541632309999,-1,-1
McDonough County,IL,39,31880,-2.2,50.5,88.1,5.4,0.3,2.2,0.0,1.8,2.7,12.400000000000002,70.6,5.9,1.700000000000001,7.550188205771644,91.7,33.3,15.5,61.0,25.9,86400,2.18,20042,36031,23.1,0.1,0.0801129234629862,0.0,0.0,0.0,10.605677540777917,1.6557402760351319,12.261417816813049,8,589.41,55.3,40.49560853199498,-11.704105344699995,0,-1
McHenry County,IL,39,307283,-0.5,50.1,82.2,1.4,0.5,2.8,0.1,1.4,12.4,18.6,91.3,14.3,12.9,5.689218082354052,92.1,32.4,33.7,82.3,11.5,220500,2.82,32341,76145,7.7,-2.4,0.09282322809917894,7.3,29.9,7.781601976028612,11.645880182112254,1.189668806930419,20.617150965071286,558,603.17,511.9,45.60779476899145,-8.055942060000005,0,-1
McLean County,IL,39,174061,2.6,51.3,80.3,7.7,0.3,5.3,0.0,2.2,4.8,20.3,80.0,7.5,10.700000000000001,5.875526395918672,94.4,42.8,17.9,67.3,29.2,157200,2.54,30460,62089,14.2,0.7,0.07292271100361368,10.700000000000001,29.8,30.502789252043822,12.819465589649605,1.930955239829715,45.25321008152314,246,1183.38,143.3,45.38351497463533,-1.4722450787999997,0,-1
Macon County,IL,39,108350,-2.2,52.2,77.2,17.1,0.3,1.2,0.0,2.6,2.1,23.300000000000004,84.0,3.4,4.5,8.962621135209968,88.1,22.3,18.2,69.2,17.4,93300,2.36,26232,46559,17.6,-2.2,0.07235809875403784,3.0,32.5,0.0,13.388223350253806,1.5768989386248269,14.965122288878634,53,580.69,190.8,43.6391324411629,-18.1270223971,0,-1
Macoupin County,IL,39,46453,-2.7,50.6,96.3,1.1,0.3,0.4,0.0,1.0,1.0,3.8000000000000003,87.8,2.3,2.8000000000000007,9.508535509009105,89.1,15.9,27.7,76.7,9.1,93900,2.41,24658,49590,12.4,-5.4,0.07863862398553377,0.0,37.4,7.542419219426087,7.0188792973543155,0.5614707338600305,15.122769250640433,47,862.91,55.4,47.103523991991906,-35.016681138900005,-1,-1
Madison County,IL,39,266560,-1.0,51.1,85.7,8.3,0.3,0.9,0.1,1.9,3.1,14.600000000000001,86.8,3.3,6.5,8.713610444177672,90.9,24.4,24.3,72.5,16.3,124600,2.45,27407,53633,14.0,-0.5,0.0697328931572629,5.9,30.9,6.165966386554622,11.645490696278511,1.4355492196878752,19.247006302521008,525,715.58,376.3,47.98244297719088,-15.604916264000002,0,-1
Marion County,IL,39,38571,-2.2,51.1,91.8,4.1,0.3,0.6,0.0,1.6,1.8,8.4,85.8,2.5,4.600000000000001,9.00417412045319,86.7,13.9,21.6,75.0,10.7,70300,2.41,21887,41010,18.1,-1.5,0.08389722848772393,0.0,0.0,0.0,8.963418112053096,0.9531772575250836,9.91659536957818,0,572.36,68.9,43.03751523165072,-44.85542168680001,-1,-1
Marshall County,IL,39,12014,-5.0,50.7,94.6,0.5,0.3,0.8,0.0,0.9,3.3,5.8,90.7,3.4,-1.9000000000000021,9.30580988846346,90.8,17.0,25.5,82.0,7.3,100600,2.42,25975,51504,11.0,-2.5,0.08798068919593807,0.0,0.0,0.0,6.531130347927418,0.7681038788080573,7.299234226735475,1,386.79,32.7,49.13434326618945,-33.7455531086,-1,-1
Mason County,IL,39,13898,-5.2,50.4,96.6,0.5,0.3,0.4,0.0,1.2,1.1,3.5000000000000004,85.5,1.8,1.3000000000000007,8.699093394733055,85.4,14.2,25.9,77.4,7.2,82100,2.27,23199,42260,16.3,-3.9,0.04684127212548568,0.0,30.3,13.838394013527127,7.106058425672758,0.7482371564253849,21.69268959562527,1,539.24,27.2,46.28723557346381,-31.758122182500003,-1,-1
Massac County,IL,39,14905,-3.4,52.4,89.0,5.8,0.4,0.4,0.0,2.1,2.6,11.3,91.9,1.9,1.5999999999999979,8.473666554847366,83.4,16.7,20.5,75.6,9.2,80200,2.48,22047,43615,16.3,-9.2,0.09359275410935927,0.0,23.7,0.0,5.094666219389467,0.0,5.094666219389467,2,237.22,65.0,44.50184501845019,-49.585406301899994,-1,-1
Menard County,IL,39,12570,-1.1,51.3,95.8,1.2,0.3,0.3,0.0,1.2,1.4,4.4,90.0,1.6,4.299999999999997,9.029435163086715,92.5,22.1,27.0,80.8,10.3,119100,2.47,28330,58190,9.8,-3.7,0.08973747016706445,0.0,0.0,10.241845664280032,5.484407319013524,0.5496420047732697,16.275894988066828,24,314.44,40.4,51.09785202863962,-37.7082360267,-1,-1
Mercer County,IL,39,15945,-3.0,50.6,96.2,0.6,0.1,0.3,0.0,0.8,2.1,3.9000000000000004,90.7,2.1,1.3000000000000007,9.225462527438069,90.5,14.7,27.8,78.7,7.7,98100,2.4,26620,53136,10.1,2.3,0.08428974600188147,0.0,33.1,0.0,5.348635936030104,0.35152085293195356,5.700156788962057,6,561.2,29.3,52.787707745374725,-20.6605678983,0,-1
Monroe County,IL,39,33722,2.3,50.3,96.6,0.4,0.2,0.5,0.0,0.8,1.6,3.5,87.8,3.2,6.800000000000001,8.015538817389242,92.8,25.9,29.7,81.1,12.1,193900,2.63,31758,68482,5.4,3.6,0.09551628017318071,0.0,28.1,0.0,12.03143348555839,1.0659510112092996,13.097384496767688,118,385.01,85.6,56.56248146610521,-37.18150361749999,-1,-1
Montgomery County,IL,39,29359,-2.5,47.7,93.6,3.4,0.2,0.4,0.0,0.8,1.7,6.5,83.5,2.7,2.1000000000000014,9.77894342450356,85.1,12.1,23.0,75.3,9.9,79500,2.19,19917,41952,14.1,-1.2,0.08661739160053135,0.0,31.2,8.66051296025069,13.676044824415001,1.2390067781600191,23.575564562825708,24,703.69,42.8,43.69699240437345,-39.956348897000005,-1,-1
Morgan County,IL,39,34929,-1.7,49.4,89.1,6.4,0.3,0.5,0.0,1.7,2.3,11.2,81.0,3.0,1.8000000000000007,8.580262818861119,88.1,20.7,18.8,69.9,16.9,91000,2.32,24337,46809,14.4,-2.5,0.08001946806378654,0.0,25.3,12.183257465143576,11.540038363537462,1.2718085258667582,24.9951043545478,2,568.79,62.5,41.8191187838186,-29.896624905899998,-1,-1
Moultrie County,IL,39,14837,-0.1,51.0,97.1,0.5,0.2,0.3,0.0,0.8,1.3,3.1,92.3,9.6,5.399999999999999,6.989283547887039,85.0,14.1,22.1,78.7,8.2,95400,2.54,23786,46622,12.8,12.9,0.07993529689290288,0.0,0.0,6.415515265889331,8.001482779537643,0.0,14.416998045426974,40,335.94,44.2,41.848082496461544,-47.94652923180001,-1,-1
Ogle County,IL,39,52085,-2.6,50.3,87.7,1.1,0.4,0.6,0.1,1.2,9.6,13.0,90.4,7.2,5.900000000000002,7.8947873668042625,88.9,19.9,24.0,76.1,12.9,149500,2.53,26635,54541,11.3,-2.4,0.08873956033406931,0.0,0.0,0.0,8.722511279639052,0.8325813573965634,9.555092637035616,38,758.57,70.5,45.69069789766728,-26.5526514833,-1,-1
Peoria County,IL,39,187319,0.4,51.6,71.2,18.1,0.4,3.7,0.0,2.9,4.6,29.699999999999996,83.6,7.4,8.8,6.809773701546559,89.9,28.9,19.4,65.5,23.2,123200,2.39,28438,50712,17.2,-1.8,0.07178663136147427,4.0,29.7,8.594029436415953,12.950704413326998,1.8318963906491066,23.376630240392057,174,619.21,301.2,41.3545876285908,2.7586652037000006,0,1
Perry County,IL,39,21672,-3.0,45.6,86.1,8.8,0.4,0.5,0.1,1.7,3.1,14.6,85.9,3.0,2.099999999999998,8.674787744555186,84.5,14.3,28.1,76.7,11.9,78000,2.51,19716,42078,18.4,0.8,0.06667589516426725,0.0,19.8,1.9796973052787006,7.764857881136951,0.709625322997416,10.454180509413067,50,441.76,50.6,44.7858988556663,-45.1576344529,-1,-1
